Position, Score, Word, FirstLetterScore, SecondLetterScore, ThirdLetterScore, FourthLetterScore, FifthLetterScore
06302,  080,  scars,  [25, 12, 24, 19, '̶1̶9']
06303,  080,  scurf,  [25, 12, 17, 19, 7]
06304,  080,  secco,  [25, 23, 14, '̶1̶4', 18]
06305,  080,  seder,  [25, 23, 13, '̶1̶3', 19]
06306,  080,  sekts,  [25, 23, 9, 23, '̶2̶3']
06307,  080,  serfs,  [25, 23, 25, 7, '̶7']
06308,  080,  ships,  [25, 18, 22, 15, '̶1̶5']
06309,  080,  shuns,  [25, 18, 17, 20, '̶2̶0']
06310,  080,  sikas,  [25, 22, 9, 24, '̶2̶4']
06311,  080,  sirih,  [25, 22, 25, '̶2̶5', 8]
06312,  080,  sixmo,  [25, 22, 3, 12, 18]
06313,  080,  skits,  [25, 10, 22, 23, '̶2̶3']
06314,  080,  slams,  [25, 19, 24, 12, '̶1̶2']
06315,  080,  slops,  [25, 19, 21, 15, '̶1̶5']
06316,  080,  slurs,  [25, 19, 17, 19, '̶1̶9']
06317,  080,  snags,  [25, 17, 24, 14, '̶1̶4']
06318,  080,  snook,  [25, 17, 21, '̶2̶1', 17]
06319,  080,  socko,  [25, 24, 14, 17, '̶1̶7']
06320,  080,  socks,  [25, 24, 14, 17, '̶1̶7']
06321,  080,  solus,  [25, 24, 20, 11, '̶1̶1']
06322,  080,  sopor,  [25, 24, 12, '̶1̶2', 19]
06323,  080,  speel,  [25, 15, 19, '̶1̶9', 21]
06324,  080,  spoor,  [25, 15, 21, '̶2̶1', 19]
06325,  080,  stirs,  [25, 14, 22, 19, '̶1̶9']
06326,  080,  stonn,  [25, 14, 21, 20, '̶2̶0']
06327,  080,  subas,  [25, 21, 10, 24, '̶2̶4']
06328,  080,  swans,  [25, 11, 24, 20, '̶2̶0']
06329,  080,  swots,  [25, 11, 21, 23, '̶2̶3']
06330,  080,  sycee,  [25, 16, 14, 25, '̶2̶5']
06331,  080,  syces,  [25, 16, 14, 25, '̶2̶5']
06332,  080,  syens,  [25, 16, 19, 20, '̶2̶0']
06333,  080,  synds,  [25, 16, 23, 16, '̶1̶6']
06334,  080,  taals,  [21, 25, '̶2̶5', 21, 13]
06335,  080,  tabus,  [21, 25, 10, 11, 13]
06336,  080,  tacan,  [21, 25, 14, '̶1̶4', 20]
06337,  080,  tahrs,  [21, 25, 2, 19, 13]
06338,  080,  talcy,  [21, 25, 20, 10, 4]
06339,  080,  tasso,  [21, 25, 16, '̶1̶6', 18]
06340,  080,  teend,  [21, 23, '̶2̶3', 20, 16]
06341,  080,  tenes,  [21, 23, 23, '̶2̶3', 13]
06342,  080,  tents,  [21, 23, 23, '̶2̶3', 13]
06343,  080,  tocky,  [21, 24, 14, 17, 4]
06344,  080,  toits,  [21, 24, 22, '̶2̶2', 13]
06345,  080,  trapt,  [21, 20, 24, 15, '̶1̶5']
06346,  080,  treen,  [21, 20, 19, '̶1̶9', 20]
06347,  080,  tsked,  [21, 9, 9, 25, 16]
06348,  080,  tsuba,  [21, 9, 17, 9, 24]
06349,  080,  turrs,  [21, 21, 25, '̶2̶5', 13]
06350,  080,  tymps,  [21, 16, 15, 15, 13]
06351,  080,  typos,  [21, 16, 12, 18, 13]
06352,  080,  tzars,  [21, 3, 24, 19, 13]
06353,  080,  ulans,  [4, 19, 24, 20, 13]
06354,  080,  ulmin,  [4, 19, 15, 22, 20]
06355,  080,  umiak,  [4, 13, 22, 24, 17]
06356,  080,  unais,  [4, 17, 24, 22, 13]
06357,  080,  unget,  [4, 17, 11, 25, 23]
06358,  080,  upled,  [4, 15, 20, 25, 16]
06359,  080,  urbia,  [4, 20, 10, 22, 24]
06360,  080,  ureas,  [4, 20, 19, 24, 13]
06361,  080,  varix,  [7, 25, 25, 22, 1]
06362,  080,  vendu,  [7, 23, 23, 16, 11]
06363,  080,  viers,  [7, 22, 19, 19, 13]
06364,  080,  vinew,  [7, 22, 23, 25, 3]
06365,  080,  vleis,  [7, 19, 19, 22, 13]
06366,  080,  vowed,  [7, 24, 8, 25, 16]
06367,  080,  voxel,  [7, 24, 3, 25, 21]
06368,  080,  vulgo,  [7, 21, 20, 14, 18]
06369,  080,  wacks,  [11, 25, 14, 17, 13]
06370,  080,  wanky,  [11, 25, 23, 17, 4]
06371,  080,  waxed,  [11, 25, 3, 25, 16]
06372,  080,  wekas,  [11, 23, 9, 24, 13]
06373,  080,  wersh,  [11, 23, 25, 13, 8]
06374,  080,  whids,  [11, 18, 22, 16, 13]
06375,  080,  winna,  [11, 22, 23, '̶2̶3', 24]
06376,  080,  wisht,  [11, 22, 16, 8, 23]
06377,  080,  wrick,  [11, 20, 22, 10, 17]
06378,  080,  xeric,  [0, 23, 25, 22, 10]
06379,  080,  xylan,  [0, 16, 20, 24, 20]
06380,  080,  yangs,  [5, 25, 23, 14, 13]
06381,  080,  yapon,  [5, 25, 12, 18, 20]
06382,  080,  yarer,  [5, 25, 25, 25, '̶2̶5']
06383,  080,  zatis,  [2, 25, 18, 22, 13]
06384,  080,  zeins,  [2, 23, 22, 20, 13]
06385,  080,  zerks,  [2, 23, 25, 17, 13]
06386,  080,  zetas,  [2, 23, 18, 24, 13]
06387,  079,  abers,  [20, 8, 19, 19, 13]
06388,  079,  acerb,  [20, 12, 19, 19, 9]
06389,  079,  adios,  [20, 6, 22, 18, 13]
06390,  079,  adust,  [20, 6, 17, 13, 23]
06391,  079,  aecia,  [20, 23, 14, 22, '̶2̶2']
06392,  079,  ainga,  [20, 22, 23, 14, '̶1̶4']
06393,  079,  alkos,  [20, 19, 9, 18, 13]
06394,  079,  almug,  [20, 19, 15, 11, 14]
06395,  079,  anent,  [20, 17, 19, '̶1̶9', 23]
06396,  079,  arene,  [20, 20, 19, 20, '̶2̶0']
06397,  079,  ariki,  [20, 20, 22, 17, '̶1̶7']
06398,  079,  artal,  [20, 20, 18, '̶1̶8', 21]
06399,  079,  ashet,  [20, 9, 2, 25, 23]
06400,  079,  asked,  [20, 9, 9, 25, 16]
06401,  079,  atony,  [20, 14, 21, 20, 4]
06402,  079,  auras,  [20, 21, 25, '̶2̶5', 13]
06403,  079,  axons,  [20, 5, 21, 20, 13]
06404,  079,  azido,  [20, 3, 22, 16, 18]
06405,  079,  azuki,  [20, 3, 17, 17, 22]
06406,  079,  azurn,  [20, 3, 17, 19, 20]
06407,  079,  beers,  [24, 23, '̶2̶3', 19, 13]
06408,  079,  bills,  [24, 22, 20, '̶2̶0', 13]
06409,  079,  bimbo,  [24, 22, 15, '̶1̶5', 18]
06410,  079,  bisks,  [24, 22, 16, 17, '̶1̶7']
06411,  079,  bleys,  [24, 19, 19, 4, 13]
06412,  079,  bloop,  [24, 19, 21, '̶2̶1', 15]
06413,  079,  botts,  [24, 24, 18, '̶1̶8', 13]
06414,  079,  brede,  [24, 20, 19, 16, '̶1̶6']
06415,  079,  brews,  [24, 20, 19, 3, 13]
06416,  079,  briss,  [24, 20, 22, 13, '̶1̶3']
06417,  079,  buhrs,  [24, 21, 2, 19, 13]
06418,  079,  bumpy,  [24, 21, 15, 15, 4]
06419,  079,  bwana,  [24, 11, 24, 20, '̶2̶0']
06420,  079,  cadgy,  [23, 25, 13, 14, 4]
06421,  079,  cells,  [23, 23, 20, '̶2̶0', 13]
06422,  079,  chere,  [23, 18, 19, 19, '̶1̶9']
06423,  079,  choko,  [23, 18, 21, 17, '̶1̶7']
06424,  079,  chook,  [23, 18, 21, '̶2̶1', 17]
06425,  079,  cisco,  [23, 22, 16, '̶1̶6', 18]
06426,  079,  clows,  [23, 19, 21, 3, 13]
06427,  079,  coypu,  [23, 24, 6, 15, 11]
06428,  079,  cubeb,  [23, 21, 10, 25, '̶2̶5']
06429,  079,  cuspy,  [23, 21, 16, 15, 4]
06430,  079,  cycad,  [23, 16, '̶1̶6', 24, 16]
06431,  079,  dahls,  [18, 25, 2, 21, 13]
06432,  079,  datto,  [18, 25, 18, '̶1̶8', 18]
06433,  079,  decad,  [18, 23, 14, 24, '̶2̶4']
06434,  079,  deres,  [18, 23, 25, '̶2̶5', 13]
06435,  079,  desis,  [18, 23, 16, 22, '̶2̶2']
06436,  079,  devos,  [18, 23, 7, 18, 13]
06437,  079,  diced,  [18, 22, 14, 25, '̶2̶5']
06438,  079,  diene,  [18, 22, 19, 20, '̶2̶0']
06439,  079,  doped,  [18, 24, 12, 25, '̶2̶5']
06440,  079,  drays,  [18, 20, 24, 4, 13]
06441,  079,  elvan,  [9, 19, 7, 24, 20]
06442,  079,  eruct,  [9, 20, 17, 10, 23]
06443,  079,  ervil,  [9, 20, 7, 22, 21]
06444,  079,  fetta,  [14, 23, 18, '̶1̶8', 24]
06445,  079,  filum,  [14, 22, 20, 11, 12]
06446,  079,  fisty,  [14, 22, 16, 23, 4]
06447,  079,  fitly,  [14, 22, 18, 21, 4]
06448,  079,  fitte,  [14, 22, 18, '̶1̶8', 25]
06449,  079,  flabs,  [14, 19, 24, 9, 13]
06450,  079,  flegs,  [14, 19, 19, 14, 13]
06451,  079,  fluey,  [14, 19, 17, 25, 4]
06452,  079,  flype,  [14, 19, 6, 15, 25]
06453,  079,  folky,  [14, 24, 20, 17, 4]
06454,  079,  fordo,  [14, 24, 25, 16, '̶1̶6']
06455,  079,  fosse,  [14, 24, 16, '̶1̶6', 25]
06456,  079,  foxes,  [14, 24, 3, 25, 13]
06457,  079,  fritt,  [14, 20, 22, 23, '̶2̶3']
06458,  079,  fucks,  [14, 21, 14, 17, 13]
06459,  079,  gadge,  [16, 25, 13, '̶1̶3', 25]
06460,  079,  gages,  [16, 25, '̶2̶5', 25, 13]
06461,  079,  gawks,  [16, 25, 8, 17, 13]
06462,  079,  gebur,  [16, 23, 10, 11, 19]
06463,  079,  gifts,  [16, 22, 5, 23, 13]
06464,  079,  gigot,  [16, 22, '̶2̶2', 18, 23]
06465,  079,  ginch,  [16, 22, 23, 10, 8]
06466,  079,  glady,  [16, 19, 24, 16, 4]
06467,  079,  glibs,  [16, 19, 22, 9, 13]
06468,  079,  goths,  [16, 24, 18, 8, 13]
06469,  079,  grapy,  [16, 20, 24, 15, 4]
06470,  079,  gravs,  [16, 20, 24, 6, 13]
06471,  079,  guqin,  [16, 21, 0, 22, 20]
06472,  079,  gutta,  [16, 21, 18, '̶1̶8', 24]
06473,  079,  hafts,  [13, 25, 5, 23, 13]
06474,  079,  heapy,  [13, 23, 24, 15, 4]
06475,  079,  heare,  [13, 23, 24, 19, '̶1̶9']
06476,  079,  hemps,  [13, 23, 15, 15, 13]
06477,  079,  hexad,  [13, 23, 3, 24, 16]
06478,  079,  hicks,  [13, 22, 14, 17, 13]
06479,  079,  hiems,  [13, 22, 19, 12, 13]
06480,  079,  hijra,  [13, 22, 1, 19, 24]
06481,  079,  hilus,  [13, 22, 20, 11, 13]
06482,  079,  hinky,  [13, 22, 23, 17, 4]
06483,  079,  hoagy,  [13, 24, 24, 14, 4]
06484,  079,  horsy,  [13, 24, 25, 13, 4]
06485,  079,  howbe,  [13, 24, 8, 9, 25]
06486,  079,  howls,  [13, 24, 8, 21, 13]
06487,  079,  hypes,  [13, 16, 12, 25, 13]
06488,  079,  hyrax,  [13, 16, 25, 24, 1]
06489,  079,  jarta,  [6, 25, 25, 23, '̶2̶3']
06490,  079,  jibed,  [6, 22, 10, 25, 16]
06491,  079,  jiver,  [6, 22, 7, 25, 19]
06492,  079,  jotun,  [6, 24, 18, 11, 20]
06493,  079,  jours,  [6, 24, 17, 19, 13]
06494,  079,  jowed,  [6, 24, 8, 25, 16]
06495,  079,  kagos,  [12, 25, 11, 18, 13]
06496,  079,  kaifs,  [12, 25, 22, 7, 13]
06497,  079,  karsy,  [12, 25, 25, 13, 4]
06498,  079,  kokra,  [12, 24, '̶2̶4', 19, 24]
06499,  079,  konbu,  [12, 24, 23, 9, 11]
06500,  079,  kythe,  [12, 16, 18, 8, 25]
06501,  079,  laika,  [15, 25, 22, 17, '̶1̶7']
06502,  079,  lapje,  [15, 25, 12, 2, 25]
06503,  079,  lasts,  [15, 25, 16, 23, '̶2̶3']
06504,  079,  laths,  [15, 25, 18, 8, 13]
06505,  079,  lefts,  [15, 23, 5, 23, 13]
06506,  079,  leone,  [15, 23, 21, 20, '̶2̶0']
06507,  079,  lered,  [15, 23, 25, '̶2̶5', 16]
06508,  079,  litai,  [15, 22, 18, 24, '̶2̶4']
06509,  079,  loury,  [15, 24, 17, 19, 4]
06510,  079,  lumps,  [15, 21, 15, 15, 13]
06511,  079,  lurgy,  [15, 21, 25, 14, 4]
06512,  079,  machs,  [19, 25, 14, 8, 13]
06513,  079,  madid,  [19, 25, 13, 22, '̶2̶2']
06514,  079,  magus,  [19, 25, 11, 11, 13]
06515,  079,  maims,  [19, 25, 22, '̶2̶2', 13]
06516,  079,  marvy,  [19, 25, 25, 6, 4]
06517,  079,  mease,  [19, 23, 24, 13, '̶1̶3']
06518,  079,  menge,  [19, 23, 23, 14, '̶1̶4']
06519,  079,  meows,  [19, 23, 21, 3, 13]
06520,  079,  mesel,  [19, 23, 16, '̶1̶6', 21]
06521,  079,  metre,  [19, 23, 18, 19, '̶1̶9']
06522,  079,  milch,  [19, 22, 20, 10, 8]
06523,  079,  mimes,  [19, 22, '̶2̶2', 25, 13]
06524,  079,  monos,  [19, 24, 23, '̶2̶3', 13]
06525,  079,  moots,  [19, 24, '̶2̶4', 23, 13]
06526,  079,  mopus,  [19, 24, 12, 11, 13]
06527,  079,  musts,  [19, 21, 16, 23, '̶2̶3']
06528,  079,  nixer,  [10, 22, 3, 25, 19]
06529,  079,  noahs,  [10, 24, 24, 8, 13]
06530,  079,  noint,  [10, 24, 22, '̶2̶2', 23]
06531,  079,  nooit,  [10, 24, '̶2̶4', 22, 23]
06532,  079,  noups,  [10, 24, 17, 15, 13]
06533,  079,  obied,  [8, 8, 22, 25, 16]
06534,  079,  ogler,  [8, 7, 20, 25, 19]
06535,  079,  okapi,  [8, 10, 24, 15, 22]
06536,  079,  omits,  [8, 13, 22, 23, 13]
06537,  079,  oping,  [8, 15, 22, 20, 14]
06538,  079,  orbed,  [8, 20, 10, 25, 16]
06539,  079,  orcas,  [8, 20, 14, 24, 13]
06540,  079,  oulks,  [8, 21, 20, 17, 13]
06541,  079,  ouzel,  [8, 21, 4, 25, 21]
06542,  079,  owies,  [8, 11, 22, 25, 13]
06543,  079,  peavy,  [22, 23, 24, 6, 4]
06544,  079,  peels,  [22, 23, '̶2̶3', 21, 13]
06545,  079,  pesos,  [22, 23, 16, 18, '̶1̶8']
06546,  079,  phene,  [22, 18, 19, 20, '̶2̶0']
06547,  079,  phlox,  [22, 18, 20, 18, 1]
06548,  079,  plook,  [22, 19, 21, '̶2̶1', 17]
06549,  079,  ploys,  [22, 19, 21, 4, 13]
06550,  079,  polls,  [22, 24, 20, '̶2̶0', 13]
06551,  079,  polos,  [22, 24, 20, '̶2̶0', 13]
06552,  079,  poons,  [22, 24, '̶2̶4', 20, 13]
06553,  079,  preop,  [22, 20, 19, 18, '̶1̶8']
06554,  079,  prows,  [22, 20, 21, 3, 13]
06555,  079,  putto,  [22, 21, 18, '̶1̶8', 18]
06556,  079,  pyxes,  [22, 16, 3, 25, 13]
06557,  079,  ranga,  [17, 25, 23, 14, '̶1̶4']
06558,  079,  raper,  [17, 25, 12, 25, '̶2̶5']
06559,  079,  rappe,  [17, 25, 12, '̶1̶2', 25]
06560,  079,  reiki,  [17, 23, 22, 17, '̶1̶7']
06561,  079,  rejon,  [17, 23, 1, 18, 20]
06562,  079,  rests,  [17, 23, 16, 23, '̶2̶3']
06563,  079,  rewth,  [17, 23, 8, 23, 8]
06564,  079,  rimer,  [17, 22, 15, 25, '̶2̶5']
06565,  079,  roded,  [17, 24, 13, 25, '̶2̶5']
06566,  079,  roose,  [17, 24, '̶2̶4', 13, 25]
06567,  079,  rores,  [17, 24, '̶2̶4', 25, 13]
06568,  079,  rorid,  [17, 24, '̶2̶4', 22, 16]
06569,  079,  roton,  [17, 24, 18, '̶1̶8', 20]
06570,  079,  runch,  [17, 21, 23, 10, 8]
06571,  079,  ruses,  [17, 21, 16, 25, '̶2̶5']
06572,  079,  russe,  [17, 21, 16, '̶1̶6', 25]
06573,  079,  sabra,  [25, 25, 10, 19, '̶1̶9']
06574,  079,  sagos,  [25, 25, 11, 18, '̶1̶8']
06575,  079,  sayst,  [25, 25, 6, '̶6', 23]
06576,  079,  sazes,  [25, 25, 4, 25, '̶2̶5']
06577,  079,  scuse,  [25, 12, 17, '̶1̶7', 25]
06578,  079,  sdayn,  [25, 6, 24, 4, 20]
06579,  079,  sedgy,  [25, 23, 13, 14, 4]
06580,  079,  shama,  [25, 18, 24, 12, '̶1̶2']
06581,  079,  shams,  [25, 18, 24, 12, '̶1̶2']
06582,  079,  shchi,  [25, 18, 14, '̶1̶4', 22]
06583,  079,  shops,  [25, 18, 21, 15, '̶1̶5']
06584,  079,  shoyu,  [25, 18, 21, 4, 11]
06585,  079,  sigil,  [25, 22, 11, '̶1̶1', 21]
06586,  079,  skank,  [25, 10, 24, 20, '̶2̶0']
06587,  079,  sleds,  [25, 19, 19, 16, '̶1̶6']
06588,  079,  slogs,  [25, 19, 21, 14, '̶1̶4']
06589,  079,  smaak,  [25, 13, 24, '̶2̶4', 17]
06590,  079,  smirr,  [25, 13, 22, 19, '̶1̶9']
06591,  079,  smirs,  [25, 13, 22, 19, '̶1̶9']
06592,  079,  snips,  [25, 17, 22, 15, '̶1̶5']
06593,  079,  snods,  [25, 17, 21, 16, '̶1̶6']
06594,  079,  snood,  [25, 17, 21, '̶2̶1', 16]
06595,  079,  sokol,  [25, 24, 9, '̶9', 21]
06596,  079,  soyas,  [25, 24, 6, 24, '̶2̶4']
06597,  079,  stele,  [25, 14, 19, 21, '̶2̶1']
06598,  079,  stell,  [25, 14, 19, 21, '̶2̶1']
06599,  079,  stich,  [25, 14, 22, 10, 8]
06600,  079,  stoor,  [25, 14, 21, '̶2̶1', 19]
06601,  079,  sumos,  [25, 21, 15, 18, '̶1̶8']
06602,  079,  talas,  [21, 25, 20, '̶2̶0', 13]
06603,  079,  talls,  [21, 25, 20, '̶2̶0', 13]
06604,  079,  tasks,  [21, 25, 16, 17, '̶1̶7']
06605,  079,  techs,  [21, 23, 14, 8, 13]
06606,  079,  tegus,  [21, 23, 11, 11, 13]
06607,  079,  terce,  [21, 23, 25, 10, '̶1̶0']
06608,  079,  teuch,  [21, 23, 17, 10, 8]
06609,  079,  thaws,  [21, 18, 24, 3, 13]
06610,  079,  theow,  [21, 18, 19, 18, 3]
06611,  079,  thoro,  [21, 18, 21, 19, '̶1̶9']
06612,  079,  thymi,  [21, 18, 6, 12, 22]
06613,  079,  tifos,  [21, 22, 5, 18, 13]
06614,  079,  tints,  [21, 22, 23, '̶2̶3', 13]
06615,  079,  tools,  [21, 24, '̶2̶4', 21, 13]
06616,  079,  topoi,  [21, 24, 12, '̶1̶2', 22]
06617,  079,  tousy,  [21, 24, 17, 13, 4]
06618,  079,  troys,  [21, 20, 21, 4, 13]
06619,  079,  trull,  [21, 20, 17, 21, '̶2̶1']
06620,  079,  tusky,  [21, 21, 16, 17, 4]
06621,  079,  twite,  [21, 11, 22, '̶2̶2', 25]
06622,  079,  tyiyn,  [21, 16, 22, '̶2̶2', 20]
06623,  079,  ulpan,  [4, 19, 12, 24, 20]
06624,  079,  umras,  [4, 13, 25, 24, 13]
06625,  079,  units,  [4, 17, 22, 23, 13]
06626,  079,  unlid,  [4, 17, 20, 22, 16]
06627,  079,  uraos,  [4, 20, 24, 18, 13]
06628,  079,  varia,  [7, 25, 25, 22, '̶2̶2']
06629,  079,  vealy,  [7, 23, 24, 21, 4]
06630,  079,  velds,  [7, 23, 20, 16, 13]
06631,  079,  verra,  [7, 23, 25, '̶2̶5', 24]
06632,  079,  weamb,  [11, 23, 24, 12, 9]
06633,  079,  wecht,  [11, 23, 14, 8, 23]
06634,  079,  whaup,  [11, 18, 24, 11, 15]
06635,  079,  whips,  [11, 18, 22, 15, 13]
06636,  079,  wifed,  [11, 22, 5, 25, 16]
06637,  079,  wilja,  [11, 22, 20, 2, 24]
06638,  079,  wocks,  [11, 24, 14, 17, 13]
06639,  079,  wonky,  [11, 24, 23, 17, 4]
06640,  079,  wynds,  [11, 16, 23, 16, 13]
06641,  079,  yages,  [5, 25, 11, 25, 13]
06642,  079,  yawed,  [5, 25, 8, 25, 16]
06643,  079,  yoked,  [5, 24, 9, 25, 16]
06644,  079,  yolks,  [5, 24, 20, 17, 13]
06645,  079,  zigan,  [2, 22, 11, 24, 20]
06646,  079,  zonks,  [2, 24, 23, 17, 13]
06647,  079,  zupan,  [2, 21, 12, 24, 20]
06648,  078,  afros,  [20, 2, 25, 18, 13]
06649,  078,  agers,  [20, 7, 19, 19, 13]
06650,  078,  aitch,  [20, 22, 18, 10, 8]
06651,  078,  alefs,  [20, 19, 19, 7, 13]
06652,  078,  amnia,  [20, 13, 23, 22, '̶2̶2']
06653,  078,  ansae,  [20, 17, 16, '̶1̶6', 25]
06654,  078,  apish,  [20, 15, 22, 13, 8]
06655,  078,  arcus,  [20, 20, 14, 11, 13]
06656,  078,  arsis,  [20, 20, 16, 22, '̶2̶2']
06657,  078,  arvos,  [20, 20, 7, 18, 13]
06658,  078,  askoi,  [20, 9, 9, 18, 22]
06659,  078,  aspro,  [20, 9, 12, 19, 18]
06660,  078,  astun,  [20, 9, 18, 11, 20]
06661,  078,  atocs,  [20, 14, 21, 10, 13]
06662,  078,  aurum,  [20, 21, 25, '̶2̶5', 12]
06663,  078,  awdls,  [20, 11, 13, 21, 13]
06664,  078,  axels,  [20, 5, 19, 21, 13]
06665,  078,  barby,  [24, 25, 25, '̶2̶5', 4]
06666,  078,  barry,  [24, 25, 25, '̶2̶5', 4]
06667,  078,  battu,  [24, 25, 18, '̶1̶8', 11]
06668,  078,  becke,  [24, 23, 14, 17, '̶1̶7']
06669,  078,  betes,  [24, 23, 18, '̶1̶8', 13]
06670,  078,  bewet,  [24, 23, 8, '̶8', 23]
06671,  078,  books,  [24, 24, '̶2̶4', 17, 13]
06672,  078,  bothy,  [24, 24, 18, 8, 4]
06673,  078,  boxty,  [24, 24, 3, 23, 4]
06674,  078,  broos,  [24, 20, 21, '̶2̶1', 13]
06675,  078,  bulbs,  [24, 21, 20, '̶2̶0', 13]
06676,  078,  bulls,  [24, 21, 20, '̶2̶0', 13]
06677,  078,  bumbo,  [24, 21, 15, '̶1̶5', 18]
06678,  078,  busks,  [24, 21, 16, 17, '̶1̶7']
06679,  078,  byded,  [24, 16, 13, 25, '̶2̶5']
06680,  078,  byssi,  [24, 16, 16, '̶1̶6', 22]
06681,  078,  cacks,  [23, 25, '̶2̶5', 17, 13]
06682,  078,  causa,  [23, 25, 17, 13, '̶1̶3']
06683,  078,  ceder,  [23, 23, 13, '̶1̶3', 19]
06684,  078,  chows,  [23, 18, 21, 3, 13]
06685,  078,  cills,  [23, 22, 20, '̶2̶0', 13]
06686,  078,  cleck,  [23, 19, 19, '̶1̶9', 17]
06687,  078,  cleek,  [23, 19, 19, '̶1̶9', 17]
06688,  078,  cloop,  [23, 19, 21, '̶2̶1', 15]
06689,  078,  cogon,  [23, 24, 11, '̶1̶1', 20]
06690,  078,  cotts,  [23, 24, 18, '̶1̶8', 13]
06691,  078,  cowry,  [23, 24, 8, 19, 4]
06692,  078,  crews,  [23, 20, 19, 3, 13]
06693,  078,  cruor,  [23, 20, 17, 18, '̶1̶8']
06694,  078,  cusso,  [23, 21, 16, '̶1̶6', 18]
06695,  078,  cyclo,  [23, 16, '̶1̶6', 21, 18]
06696,  078,  cysts,  [23, 16, 16, 23, '̶2̶3']
06697,  078,  daman,  [18, 25, 15, '̶1̶5', 20]
06698,  078,  deads,  [18, 23, 24, '̶2̶4', 13]
06699,  078,  defog,  [18, 23, 5, 18, 14]
06700,  078,  dholl,  [18, 18, 21, 21, '̶2̶1']
06701,  078,  dikey,  [18, 22, 9, 25, 4]
06702,  078,  dildo,  [18, 22, 20, '̶2̶0', 18]
06703,  078,  divos,  [18, 22, 7, 18, 13]
06704,  078,  dowps,  [18, 24, 8, 15, 13]
06705,  078,  draws,  [18, 20, 24, 3, 13]
06706,  078,  dusts,  [18, 21, 16, 23, '̶2̶3']
06707,  078,  dwams,  [18, 11, 24, 12, 13]
06708,  078,  eikon,  [9, 22, 9, 18, 20]
06709,  078,  enorm,  [9, 17, 21, 19, 12]
06710,  078,  ergon,  [9, 20, 11, 18, 20]
06711,  078,  erick,  [9, 20, 22, 10, 17]
06712,  078,  erugo,  [9, 20, 17, 14, 18]
06713,  078,  faena,  [14, 25, 19, 20, '̶2̶0']
06714,  078,  farcy,  [14, 25, 25, 10, 4]
06715,  078,  fasts,  [14, 25, 16, 23, '̶2̶3']
06716,  078,  faugh,  [14, 25, 17, 14, 8]
06717,  078,  figos,  [14, 22, 11, 18, 13]
06718,  078,  flics,  [14, 19, 22, 10, 13]
06719,  078,  flitt,  [14, 19, 22, 23, '̶2̶3']
06720,  078,  fogey,  [14, 24, 11, 25, 4]
06721,  078,  fossa,  [14, 24, 16, '̶1̶6', 24]
06722,  078,  fribs,  [14, 20, 22, 9, 13]
06723,  078,  frugs,  [14, 20, 17, 14, 13]
06724,  078,  frump,  [14, 20, 17, 12, 15]
06725,  078,  fundy,  [14, 21, 23, 16, 4]
06726,  078,  fusty,  [14, 21, 16, 23, 4]
06727,  078,  gambs,  [16, 25, 15, 9, 13]
06728,  078,  gawds,  [16, 25, 8, 16, 13]
06729,  078,  gemma,  [16, 23, 15, '̶1̶5', 24]
06730,  078,  geste,  [16, 23, 16, 23, '̶2̶3']
06731,  078,  gests,  [16, 23, 16, 23, '̶2̶3']
06732,  078,  gimme,  [16, 22, 15, '̶1̶5', 25]
06733,  078,  globs,  [16, 19, 21, 9, 13]
06734,  078,  gowks,  [16, 24, 8, 17, 13]
06735,  078,  halfs,  [13, 25, 20, 7, 13]
06736,  078,  hilum,  [13, 22, 20, 11, 12]
06737,  078,  hithe,  [13, 22, 18, '̶1̶8', 25]
06738,  078,  hohed,  [13, 24, '̶2̶4', 25, 16]
06739,  078,  hooka,  [13, 24, '̶2̶4', 17, 24]
06740,  078,  hoses,  [13, 24, 16, 25, '̶2̶5']
06741,  078,  hoxes,  [13, 24, 3, 25, 13]
06742,  078,  hucks,  [13, 21, 14, 17, 13]
06743,  078,  ictal,  [3, 12, 18, 24, 21]
06744,  078,  jakes,  [6, 25, 9, 25, 13]
06745,  078,  jauks,  [6, 25, 17, 17, 13]
06746,  078,  jirre,  [6, 22, 25, '̶2̶5', 25]
06747,  078,  jobes,  [6, 24, 10, 25, 13]
06748,  078,  jorum,  [6, 24, 25, 11, 12]
06749,  078,  junco,  [6, 21, 23, 10, 18]
06750,  078,  kemps,  [12, 23, 15, 15, 13]
06751,  078,  kivas,  [12, 22, 7, 24, 13]
06752,  078,  knops,  [12, 17, 21, 15, 13]
06753,  078,  knosp,  [12, 17, 21, 13, 15]
06754,  078,  knowe,  [12, 17, 21, 3, 25]
06755,  078,  knurs,  [12, 17, 17, 19, 13]
06756,  078,  krabs,  [12, 20, 24, 9, 13]
06757,  078,  kypes,  [12, 16, 12, 25, 13]
06758,  078,  laded,  [15, 25, 13, 25, '̶2̶5']
06759,  078,  lassi,  [15, 25, 16, '̶1̶6', 22]
06760,  078,  lawks,  [15, 25, 8, 17, 13]
06761,  078,  lifts,  [15, 22, 5, 23, 13]
06762,  078,  linch,  [15, 22, 23, 10, 8]
06763,  078,  lingy,  [15, 22, 23, 14, 4]
06764,  078,  lisle,  [15, 22, 16, '̶1̶6', 25]
06765,  078,  lough,  [15, 24, 17, 14, 8]
06766,  078,  luach,  [15, 21, 24, 10, 8]
